City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2
Bhopal,18-Jun-20,15.62,48.76,4.17,15.27,11.6,15.78,0.58,10.84
Bhopal,19-Jun-20,16.08,48.35,5.38,19.92,15.06,13.28,0.94,12.91
Bhopal,20-Jun-20,17.49,49.39,2.22,9.81,7.11,17.78,0.87,12.01
Bhopal,21-Jun-20,20.94,66.39,1.48,9.01,6.08,27.57,0.47,10.21
Bhopal,22-Jun-20,19.17,55.27,2.04,11.02,7.6,17.01,0.54,10.56
Bhopal,23-Jun-20,15.56,39.65,1.9,9.46,6.66,16.08,0.55,10.78
Bhopal,24-Jun-20,14.49,40.62,2.59,11.66,8.41,14.6,0.56,9.29
Bhopal,25-Jun-20,19.66,51.12,2.33,10.96,7.81,14.01,0.62,8.9
Bhopal,26-Jun-20,16.85,40.64,2.56,12.46,8.79,15.39,0.64,15.41
Bhopal,27-Jun-20,11.04,26.77,2.08,7.55,5.8,12.86,0.48,9.48
Bhopal,28-Jun-20,13.58,37.76,1.79,5.54,4.49,12.56,0.41,12.83
Bhopal,29-Jun-20,14.68,43.1,1.94,8.22,6.04,12.8,0.46,13.28
Bhopal,30-Jun-20,14.48,46.7,2.02,9.17,6.62,11.19,0.5,12.78
Bhopal,01-Jul-20,14,30,1.1,5.12,3.62,8.05,0.35,12.45
Mumbai,04-Jun-19,14.51,49.54,16.3,7.05,23.25,7.47,0.68,7.54
Mumbai,05-Jun-19,16.41,53.63,12.61,6.38,18.98,8.87,0.63,9.08
Mumbai,06-Jun-19,12.41,57.2,17.28,8.5,25.75,10.61,0.58,9.9
Mumbai,11-Jun-19,18.13,50.39,22.23,28.04,50.27,18.1,0.7,9.34
Mumbai,13-Jun-19,13.64,57.28,21.6,15.52,36.51,15.49,0.53,8.57
Mumbai,16-Jun-19,11.64,55.6,17.38,9.91,26.09,10.25,0.33,9.73
Mumbai,17-Jun-19,12.33,59.29,17.32,9.55,26.02,9.36,0.44,10.37
Mumbai,18-Jun-19,14.3,52.99,17.55,11.91,29.1,8.75,0.51,10.39
Mumbai,19-Jun-19,14.45,56.82,22.59,13.23,34.57,9.6,0.53,10.8
Mumbai,23-Jun-19,18.81,88.85,22.83,13.27,33.94,9.22,0.43,11.77
Mumbai,24-Jun-19,20.36,80.85,20.8,15.53,36.33,8.51,0.54,12.04
Mumbai,28-Jun-19,7.2,31.49,21.04,11.4,32.43,8.71,0.44,9.39
Mumbai,29-Jun-19,10.31,34.34,19.59,15.26,34.84,7.86,0.49,9.21
Mumbai,30-Jun-19,11.91,39.11,22.59,15.23,35.8,7.93,0.53,9.42
Mumbai,01-Jul-19,8.73,24.69,21.26,17.34,38.51,7.62,0.55,11.08
Mumbai,06-Jul-19,10.48,46.43,20.99,11.91,30.74,7.73,0.42,11.13
Mumbai,07-Jul-19,17.65,82.39,20.06,9.3,29.25,5.74,0.42,11.35
Mumbai,08-Jul-19,9.78,54.07,22.01,12.64,34.24,6.49,0.44,11.47
Mumbai,09-Jul-19,10.49,45.85,18.6,10.51,28.55,6.16,0.41,10.75
Mumbai,15-Jul-19,10.76,57,22.66,9.99,32.65,6.57,0.43,8.18
Mumbai,22-Jul-19,11.58,32.14,21.45,16.13,37.5,16.04,0.55,8.73
Mumbai,23-Jul-19,7.33,25.93,22.41,15.21,37.59,14.29,0.4,8.17
Mumbai,24-Jul-19,7.93,22.05,22.44,13.77,36.2,13.52,0.28,7.67
Mumbai,26-Jul-19,11.83,41.53,21.56,10.47,32.01,12.09,0.27,8.06
Mumbai,27-Jul-19,11.84,43.68,17.04,10.49,26.48,10.02,0.43,7.62
Mumbai,28-Jul-19,14.16,53.66,17.06,9.9,25.59,9.87,0.46,8.41
Mumbai,29-Jul-19,12.93,47.19,17.86,10.8,27.06,13.77,0.51,8.57
Mumbai,31-Jul-19,9.25,33.22,18.95,11.75,30.2,18.33,0.46,7.75
Mumbai,01-Aug-19,9.44,38.95,18.22,10.59,27.45,16.59,0.43,7.93
Mumbai,02-Aug-19,7.97,29.55,18.23,9.89,27.33,16.34,0.4,8.6
Mumbai,03-Aug-19,8.06,23.05,16.04,8.7,24.19,15.24,0.39,10.29
Mumbai,04-Aug-19,10.3,35.88,15.93,7.87,23.05,12.79,0.4,10.12
Mumbai,05-Aug-19,11.9,41.42,18.87,9.02,26.81,12.44,0.42,10.04
Mumbai,09-Aug-19,18.48,66.95,19.78,8.54,28.11,10.95,0.43,9.26
Mumbai,10-Aug-19,18.71,76.53,18,7.54,23.54,9.67,0.41,9.13
Mumbai,11-Aug-19,15.56,62.75,19.14,7.74,25.2,8.21,0.43,8.71
Mumbai,12-Aug-19,12.73,56.76,20.93,7.92,28.39,8.78,0.45,7.44
Mumbai,15-Aug-19,11.75,47.84,23.11,10.33,33.42,10.23,0.53,9.53
Mumbai,16-Aug-19,11.89,51.78,21.54,9.91,31.39,8.81,0.52,9.55
Mumbai,17-Aug-19,13.3,64.05,17.68,9.24,26.81,8.8,0.52,7.74
Mumbai,18-Aug-19,11.37,52.68,20.6,8.69,29.22,8.62,0.55,7.38
Mumbai,21-Aug-19,15.77,53.39,21.95,11.06,32.19,5.67,0.52,8.59
Mumbai,22-Aug-19,12.96,53.14,22.39,10.74,32.56,7.52,0.55,9.01
Mumbai,23-Aug-19,16.01,52.92,23.11,11.58,34.04,12.92,0.6,9.56
Mumbai,24-Aug-19,18.56,49.36,18.39,10.06,27.72,12.42,0.58,9.6
Mumbai,27-Aug-19,13.53,55.06,22.73,10.38,32.22,14.52,0.35,11.97
Mumbai,28-Aug-19,12.75,45,18.89,9.91,28.73,19.5,0.46,11.47
Mumbai,29-Aug-19,13.24,46.32,22.52,10.03,32.28,15.95,0.66,11.13
Mumbai,03-Sep-19,6.72,21.31,22.59,11.46,33.25,11.08,0.64,10.98
Mumbai,04-Sep-19,7.68,20.72,16.94,12.01,28.84,12.63,0.62,11.23
Mumbai,05-Sep-19,5.68,20.38,13.76,10.54,24.08,12.98,0.6,11.37
Mumbai,06-Sep-19,7.6,29.36,12.54,10.81,23.05,11.7,0.57,10.93
Mumbai,07-Sep-19,10.71,34.27,13.36,11.97,24.75,10.07,0.62,11.08
Mumbai,08-Sep-19,8.69,29.63,13.52,13.69,26.66,9,0.67,11.81
Mumbai,09-Sep-19,12.07,46.77,14.4,12.67,26.77,9.16,0.57,12.02
Mumbai,10-Sep-19,13.89,51.1,10.6,12.29,22.61,9.89,0.39,11.8
Mumbai,11-Sep-19,14.62,47.04,20.44,13.79,33.46,10.31,0.52,12.02
Mumbai,12-Sep-19,10.93,41.79,13.61,12.54,23.65,10.26,0.44,11.38
Mumbai,14-Sep-19,13.24,54.5,17.51,12.13,29.52,11.01,0.46,11.58
Mumbai,15-Sep-19,10.85,32.85,18.68,17.71,35.25,9.14,0.62,11.31
Mumbai,19-Sep-19,21.73,38.49,15.81,30.97,46.79,13.33,0.83,11.61
Mumbai,20-Sep-19,14.94,34.2,17.92,21.94,39.84,17.44,0.75,10.98
Mumbai,21-Sep-19,12.09,33,20.6,16.97,37.44,15.24,0.47,8.75
Mumbai,22-Sep-19,15.09,44.55,15.96,15.95,31.9,12.04,0.45,6.85
Mumbai,23-Sep-19,18.6,57.85,20.12,13.64,33.08,13.89,0.55,7.6
Mumbai,24-Sep-19,15.04,59.47,21.42,12.38,32.84,11.16,0.57,7.4
Mumbai,25-Sep-19,16.9,37.22,20.46,22.09,42,11.57,0.67,7.63
Mumbai,26-Sep-19,17.28,39.46,22.87,19.61,41.89,19.44,0.67,7.97
Mumbai,27-Sep-19,8.39,22.71,15.69,12.29,27.95,14.47,0.39,7.44
Mumbai,28-Sep-19,8.32,27.38,18.67,10.2,28.84,16.88,0.28,7.82
Mumbai,29-Sep-19,9.62,32.07,17.97,9.67,27.5,12.28,0.28,8.2
Mumbai,30-Sep-19,8.33,26.16,21.75,9.8,31.46,12.68,0.32,8.42
Mumbai,07-Oct-19,45.48,88.32,17.51,26.69,42.85,14,0.84,10.13
Mumbai,08-Oct-19,54.08,99.28,11.83,26.33,36.78,12.48,1.45,10.18
Mumbai,09-Oct-19,21.6,49.28,17.6,27.88,45.09,13.27,1.02,10.08
Mumbai,11-Oct-19,39.11,77.93,16.68,34.85,51.5,19.65,1.12,11.26
Mumbai,13-Oct-19,42.92,88.36,19.99,30.6,50.59,13.69,1.54,12.81
Mumbai,14-Oct-19,55.33,112.01,21.2,32.7,53.9,14.9,0.98,13.2
Mumbai,17-Oct-19,56.89,126.82,18.2,34.5,52.69,15.51,1.22,13.74
Mumbai,21-Oct-19,17.75,41.34,20.91,20.24,39.17,19.3,1.03,10.82
Mumbai,22-Oct-19,17.92,44.55,19.12,22.87,40.4,15.09,1.04,10.54
Mumbai,29-Oct-19,56.28,102.53,21.95,25.2,46.88,14.21,0.67,13.83
Mumbai,30-Oct-19,40.81,84.5,19.68,25.09,44.63,13.88,0.83,13.26
Mumbai,01-Nov-19,16.55,57.59,20.48,25.78,44.17,14.82,0.65,14.62
Mumbai,02-Nov-19,11.99,39.96,18.12,23.12,41.17,16.57,0.64,14.22
Mumbai,04-Nov-19,28.41,66.83,21.88,26.02,47.57,13.52,0.84,13.21
Mumbai,05-Nov-19,36.96,76.94,12.57,30.58,42.93,14.93,0.85,15.39
Mumbai,07-Nov-19,19.26,52.22,9.35,20.79,30.05,13.56,0.61,9.31
Mumbai,08-Nov-19,12.19,41.81,13.33,22.57,35.9,11.76,0.61,8.53
Mumbai,09-Nov-19,27.12,73.34,18.64,31.47,50.12,13.91,0.8,8.97
Mumbai,18-Nov-19,72.13,125.42,10.68,41.1,51.78,16.91,0.89,14.91
Mumbai,02-Dec-19,64.67,120.78,17.63,36.01,53.64,17.11,1.02,14.84
Mumbai,04-Jan-20,94.05,158.44,13.92,39.68,53.59,15.1,0.96,6.66
Mumbai,13-Jan-20,68.39,120.46,18.8,29.65,47.02,23.91,0.84,6.73
Mumbai,14-Jan-20,36.33,97.67,21.17,26.54,46.51,18.73,0.7,6.28
Mumbai,15-Jan-20,30.53,91.62,18.69,30.43,49.11,15.37,0.65,6.32
Mumbai,16-Jan-20,34.16,84.73,15.66,31.54,47.2,16.18,0.66,5.95
Mumbai,27-Jan-20,57.22,120.42,21.19,29,50.18,22.26,0.76,10.5
Mumbai,29-Jan-20,19.77,97,13.46,22.88,34.71,16.2,0.56,4.22
Mumbai,06-Feb-20,47.67,127.57,16.91,36.64,51.75,21.09,0.87,7.87
Mumbai,09-Feb-20,68.29,144.61,14.68,31.18,44.17,20.06,1.03,9.26
Mumbai,10-Feb-20,56.58,129.32,17.49,36.19,51.98,18.16,0.93,8.38
Mumbai,03-Mar-20,43.68,137.1,20.36,26.55,46.47,21.76,0.46,17.25
Mumbai,04-Mar-20,36.73,122.49,21.57,27.93,48.46,19.32,0.52,15.98
Mumbai,05-Mar-20,32.59,108.48,17.09,26.95,43.7,19.16,0.53,17.87
Mumbai,06-Mar-20,20.15,105.77,21.05,19.07,40.01,17.49,0.43,17.17
Mumbai,07-Mar-20,24.45,131.04,14.59,23.93,38.51,16.16,0.48,9.15
Mumbai,08-Mar-20,27,125.15,20.26,31.81,52.07,14.65,0.57,9.73
Mumbai,09-Mar-20,35.03,134.18,17.46,31.06,48.52,16.27,0.67,9.61
Mumbai,10-Mar-20,40.47,125.98,19.71,20.36,39.93,18.29,0.77,12.7
Mumbai,11-Mar-20,16.04,74.65,13.42,19.18,32.6,14.87,0.43,11.07
Mumbai,12-Mar-20,18.59,80.55,17.93,24.74,42.67,14.78,0.49,10.72
Mumbai,13-Mar-20,23.81,108.48,12.31,30.64,42.95,14.74,0.5,7.84
Mumbai,14-Mar-20,30.33,126.36,11.69,34.81,46.5,15.92,0.58,7.96
Mumbai,22-Mar-20,16.75,53.27,12.44,9.46,20.96,16.68,0.36,12.08
Mumbai,23-Mar-20,23.48,64.7,9.84,11.07,20.27,14.84,0.42,12.02
Mumbai,24-Mar-20,35.58,92.81,10.91,12.34,22.74,13.82,0.52,8.75
Mumbai,25-Mar-20,30.86,77.24,10.93,11.34,21.67,11.97,0.5,8.32
Mumbai,26-Mar-20,27.82,65.48,11.52,11.3,21.6,11.6,0.43,10.16
Mumbai,27-Mar-20,24.81,69.65,8.32,8.64,16.85,11.1,0.4,7.19
Mumbai,28-Mar-20,28.14,67.46,7.49,11.9,19.07,11.2,0.48,7.55
Mumbai,29-Mar-20,23.43,66.1,6.46,9.89,16.35,9.98,0.42,7.27
Mumbai,30-Mar-20,23.57,63.65,7.59,9.66,17.25,9.82,0.43,6.86
Mumbai,31-Mar-20,25.36,63.61,9.69,9,18.14,10.37,0.46,7.26
Mumbai,01-Apr-20,20.08,58.94,9.72,7.77,17.03,10.35,0.4,6.55
Mumbai,02-Apr-20,26.27,77.19,8.63,8.62,16.94,9.96,0.43,6.84
Mumbai,03-Apr-20,24.33,83.88,8.18,7.58,15.5,9.2,0.39,6.49
Mumbai,04-Apr-20,24.7,78.44,9.35,7.94,16.89,8.72,0.42,6.47
Mumbai,05-Apr-20,27.36,73.53,10.76,8.48,18.47,8.25,0.44,6.67
Mumbai,06-Apr-20,20.82,54.45,10.49,6.55,16.46,7.73,0.36,7.06
Mumbai,07-Apr-20,24.1,79.61,12.88,6.24,18.28,7.31,0.36,7.06
Mumbai,08-Apr-20,29.52,98.54,14.47,6.72,20.06,7.97,0.37,6.95
Mumbai,09-Apr-20,28.3,93.39,14.81,6.81,20.89,9.05,0.38,8.89
Mumbai,10-Apr-20,25.89,83.39,12.95,6.96,19.36,8.32,0.37,8.49
Mumbai,11-Apr-20,29.54,82.21,12.22,7.98,19.82,6.82,0.44,7.97
Mumbai,12-Apr-20,28.26,81.99,12.69,9.13,21.29,6.12,0.45,7.79
Mumbai,13-Apr-20,25.58,75.31,14.18,9.18,22.44,6.31,0.44,7.39
Mumbai,14-Apr-20,26.89,81.61,14.12,10.47,23.66,7.83,0.53,7.61
Mumbai,15-Apr-20,26.61,66.58,14.66,9.77,23.66,8.03,0.72,7.78
Mumbai,16-Apr-20,20.55,55.03,12.42,9.16,21.06,6.81,0.59,6.73
Mumbai,17-Apr-20,20.54,53.53,15.73,7.89,22.75,6.21,0.64,6.36
Mumbai,18-Apr-20,18.48,52.34,14.47,8.08,21.9,7.02,0.63,6.34
Mumbai,19-Apr-20,19.99,63.75,12.36,9.07,21.07,7.11,0.65,6.79
Mumbai,20-Apr-20,25.7,81,13.28,10.38,23.34,9.29,0.7,7.88
Mumbai,21-Apr-20,18.64,54.81,15.42,6.97,21.67,10.49,0.57,7.59
Mumbai,22-Apr-20,18.03,52.92,17.22,6.11,22.57,8.12,0.41,8.4
Mumbai,23-Apr-20,19.8,54.84,18.58,6.99,24.9,7.04,0.4,10.28
Mumbai,24-Apr-20,20.82,47.88,17.53,6.09,22.62,6.92,0.38,11.57
Mumbai,25-Apr-20,16.78,44.63,15.01,6.5,20.87,6.74,0.32,12.46
Mumbai,26-Apr-20,19.05,51.09,17.43,8.25,24.82,6.13,0.36,14.12
Mumbai,27-Apr-20,17.23,45.04,15.92,5.72,20.66,6.06,0.34,14.37
Mumbai,28-Apr-20,19.82,50.93,13.63,7.66,20.73,6.12,0.35,13.98
Mumbai,29-Apr-20,21.01,57.68,19.66,6.68,28.03,5.42,0.36,14.49
Mumbai,30-Apr-20,20.8,53.42,15.49,6.96,21.92,5.42,0.33,15.2
Mumbai,01-May-20,15.53,43.76,14.86,5.54,19.46,5.4,0.31,14.47
Mumbai,02-May-20,13.15,39.87,17.89,5.44,24.58,4.84,0.28,12.43
Mumbai,03-May-20,12.02,34.64,15.73,5.28,19.74,5.47,0.27,12.04
Mumbai,04-May-20,11.51,33.77,19.77,5.21,23.67,5.86,0.28,11.52
Mumbai,06-May-20,12.09,55.6,22.12,6.71,26.12,5.28,0.3,12.95
Mumbai,17-May-20,29.74,110.21,17.76,8.21,23.7,4.38,0.28,13.73
Mumbai,18-May-20,21.3,74.82,15.73,9.61,22.49,4.34,0.26,15.6
Mumbai,19-May-20,15.36,65.41,22.2,9.44,28.68,4.19,0.28,14.24
Mumbai,20-May-20,14.14,48.48,22.15,11.07,31.18,5.56,0.28,14.07
Mumbai,21-May-20,16.44,43.01,15.41,12.93,26.23,4.12,0.27,12.22
Mumbai,22-May-20,14.78,43.77,13.97,11.9,24.26,3.23,0.26,12.06
Mumbai,23-May-20,15.18,52.48,16.39,10.89,27.1,3.29,0.29,10.33
Mumbai,24-May-20,12.33,44.41,14.5,10.01,24.05,3.11,0.25,9.66
Mumbai,25-May-20,11.81,53.97,13.1,9.36,21.39,3.07,0.25,8.85
Mumbai,26-May-20,12.64,60.01,15.81,8.14,23.68,3.08,0.24,8.57
Mumbai,27-May-20,11.7,49.07,16.71,8.74,25.38,4.51,0.21,6.44
Mumbai,28-May-20,12.21,46.97,15.52,7.43,22.69,4.61,0.22,6.76
Mumbai,29-May-20,7.33,30.7,14.79,7.02,21.64,3.74,0.26,7.58
Mumbai,30-May-20,10.08,42.19,15.83,6.63,22.16,3.61,0.27,6.93
Mumbai,31-May-20,8.99,41.07,13.06,6.51,19.4,3.39,0.31,6.9
Mumbai,01-Jun-20,17.27,44.22,15.13,13.22,28.31,3.4,0.33,7.68
Mumbai,02-Jun-20,21.94,46.59,13.56,16.61,30.17,4.66,0.43,7.71
Mumbai,03-Jun-20,8.38,19.05,11.06,12.38,23.44,6.58,0.28,7.7
Mumbai,04-Jun-20,20.53,47.52,14.01,15.73,29.74,6.41,0.34,10.03
Mumbai,05-Jun-20,11.26,33.01,16.89,16.35,33.24,13.01,0.31,11.64
Mumbai,06-Jun-20,9.38,30.27,16.51,10.81,27.32,12.51,0.28,11.76
Mumbai,07-Jun-20,10.85,35.86,18.3,10.79,28.76,11.73,0.31,10.8
Mumbai,08-Jun-20,8.92,25.63,13.86,13.93,27.72,11.24,0.33,11.19
Mumbai,09-Jun-20,8.93,28.08,16.24,10.65,26.88,9.74,0.33,11.95
Mumbai,10-Jun-20,10.43,34.98,18.59,8.75,27.17,7.54,0.33,12.71
Mumbai,11-Jun-20,9,28.18,18.46,8.24,26.64,6.45,0.32,12.79
Mumbai,12-Jun-20,10.46,31.78,20.73,11.19,31.51,8.08,0.38,13.66
Mumbai,13-Jun-20,10.36,27.75,21.91,12.43,34.3,11.9,0.39,13.49
Mumbai,14-Jun-20,9.87,25.02,18.38,12.87,31.24,10.7,0.38,10.2
Mumbai,15-Jun-20,10.58,27.54,17.7,14.08,31.75,10.34,0.4,11.14
Mumbai,16-Jun-20,9.59,22.68,16.53,13.97,30.5,10.33,0.44,11.24
Mumbai,17-Jun-20,6.62,21.38,15.53,14.26,29.79,10.46,0.41,11.22
Mumbai,18-Jun-20,7.46,26.97,20.39,16.02,36.41,10.77,0.43,10.89
Mumbai,19-Jun-20,14.69,54.73,20.58,11.74,32.26,12.19,0.42,10.96
Mumbai,20-Jun-20,11.97,52.15,14.78,8.43,23.03,10.46,0.34,10.72
Mumbai,21-Jun-20,9.27,41,11.95,9.94,21.69,9.36,0.32,11.43
Mumbai,22-Jun-20,12.61,47.23,15.68,10.56,26.17,9.03,0.39,8.82
Mumbai,23-Jun-20,9.56,32.9,17.96,14.83,32.78,13.97,0.38,5.01
Mumbai,24-Jun-20,8.73,30.22,22.24,11.76,34,12.7,0.4,4.77
Chandigarh,02-Sep-19,13.62,87.4,8.15,4.28,12.15,0.78,0.55,10.12
Chandigarh,03-Sep-19,27.93,95.68,9.72,4.71,14.19,0.88,0.79,9.36
Chandigarh,04-Sep-19,34.05,90.68,16.53,9.83,25.86,1.68,0.93,4.27
Chandigarh,05-Sep-19,36.43,59.99,11.03,4.9,16.06,1.11,0.58,14.1
Chandigarh,06-Sep-19,36.43,65.86,7.3,2.69,9.88,1.38,0.9,9.26
Chandigarh,07-Sep-19,36.43,91.04,10.35,3.73,14.09,1.7,0.78,10.48
Chandigarh,08-Sep-19,36.43,64.62,8.64,3.06,4.68,1.53,0.49,8.71
Chandigarh,09-Sep-19,36.43,89.94,6.5,2.63,8.91,1.06,0.67,9.52
Chandigarh,10-Sep-19,36.43,97.12,7.68,2.76,10.41,1.37,0.75,8.71
Chandigarh,11-Sep-19,36.43,122.52,7.93,3.08,11.04,1.34,0.75,8.51
Chandigarh,12-Sep-19,36.43,125.4,7.32,3.89,11.28,1.53,0.7,6.02
Chandigarh,13-Sep-19,36.43,62.29,8.23,5.34,10.71,1.09,0.49,7.76
Chandigarh,14-Sep-19,36.43,65.68,8.81,4.62,10.75,1.06,0.6,7.55
Chandigarh,15-Sep-19,36.43,72.54,7.44,2.62,9.98,1.25,0.55,10.1
Chandigarh,16-Sep-19,36.43,106.87,6.47,2.47,8.38,1.08,0.54,9.84
Chandigarh,17-Sep-19,36.43,119.42,6.87,2.77,9.65,1.17,0.64,10.68
Chandigarh,18-Sep-19,36.43,118.59,5.99,4.62,10.49,1.25,0.66,11.07
Chandigarh,19-Sep-19,38.1,61.67,7.61,3.3,10.9,1.37,0.65,14.74
Chandigarh,20-Sep-19,40.41,67.91,10.52,3.96,12.79,3.76,0.55,9.97
Chandigarh,21-Sep-19,27.21,62.04,8.6,7.2,10.64,5.9,0.53,9.63
Chandigarh,22-Sep-19,29.75,64.56,10.22,5.64,11.21,5.98,0.55,8.67
Chandigarh,23-Sep-19,18.35,49.86,9.53,4.55,10.1,5.94,0.51,8.83
Chandigarh,24-Sep-19,34.43,89.26,9.8,4.23,10.04,5.87,0.66,8.71
Chandigarh,25-Sep-19,33.66,105.3,10.94,6.56,11.8,5.97,0.73,8.19
Chandigarh,26-Sep-19,22.93,73.73,13.33,6.05,10.8,6.34,0.79,12.05
Chandigarh,27-Sep-19,16,57.51,18.72,5.25,17.25,6.51,0.83,12.05
Chandigarh,28-Sep-19,22.41,59.18,18.75,5.06,17.87,6.57,0.56,13.4
Chandigarh,29-Sep-19,13.93,49.87,12.76,3.31,7.67,6.1,0.5,14.95
Chandigarh,02-Oct-19,15.77,44.47,13.35,5.38,13.63,6.2,0.54,15.9
Chandigarh,03-Oct-19,29.59,71,10.47,7.86,12.9,6.24,0.71,16.42
Chandigarh,04-Oct-19,30.27,73.77,7.99,8.1,10.54,5.76,0.46,18.14
Chandigarh,05-Oct-19,25.9,77.68,9.62,4.75,10.27,5.9,0.44,15.09
Chandigarh,06-Oct-19,38.69,82.66,10.07,4.05,10.31,6.01,0.49,14.44
Chandigarh,07-Oct-19,53.09,112.6,8.63,5,9.58,5.96,0.51,11.35
Chandigarh,08-Oct-19,43.67,104.59,10.14,4.64,10.57,5.99,0.61,12.42
Chandigarh,09-Oct-19,53.12,120.09,17.13,5.73,16.77,6.57,0.85,13.54
Chandigarh,10-Oct-19,56.82,121.89,13.25,6.53,13.7,6.21,0.74,12.52
Chandigarh,11-Oct-19,50.45,106.22,13.64,6.51,14.27,6.27,0.74,10.38
Chandigarh,12-Oct-19,58.03,106.62,13.94,5.64,14.67,6.25,0.72,12.45
Chandigarh,13-Oct-19,57.61,112.63,15.52,4.3,14.77,6.21,0.71,11.66
Chandigarh,14-Oct-19,74.8,128.72,13.92,6.28,14.43,6.31,0.83,13.5
Chandigarh,15-Oct-19,73.44,135.12,16.48,6.34,16.6,6.47,0.95,12.4
Chandigarh,16-Oct-19,83.96,151.62,17.66,6.6,17.59,6.62,1,10.71
Chandigarh,17-Oct-19,80.65,133.85,16.88,7.57,17.78,6.95,0.88,10.2
Chandigarh,18-Oct-19,56.2,108.33,12.07,5.93,12.92,6.42,0.61,10.23
Chandigarh,19-Oct-19,51.84,109.52,14.08,5.48,14.22,6.49,0.62,11.54
Chandigarh,20-Oct-19,53.9,111.12,10.73,5.4,11.43,6.04,0.59,11.04
Chandigarh,21-Oct-19,53.79,117.94,11.51,5.22,11.97,6.14,0.54,10.41
Chandigarh,22-Oct-19,47.72,106.01,10.27,4.3,10.48,6.15,0.54,9.55
Chandigarh,23-Oct-19,46.9,108.1,18.05,5.96,17.37,6.75,0.73,10.67
Chandigarh,24-Oct-19,71.66,130.66,21.97,7.38,21.56,7.01,0.91,9.69
Chandigarh,25-Oct-19,92.3,159.18,17.22,7.59,17.86,6.61,0.99,10.21
Chandigarh,26-Oct-19,104.11,150.29,12.26,6.84,13.52,6.22,0.82,10.29
Chandigarh,30-Oct-19,108.09,181.54,17.27,11.43,20.99,22.6,1.01,8.21
Chandigarh,05-Nov-19,53.96,115.54,7.09,6.08,9.39,6.12,0.54,9.81
Chandigarh,06-Nov-19,58.85,125.5,15.47,7.78,13.85,17.58,1.02,11.69
Chandigarh,07-Nov-19,46.3,84.99,15.71,9.68,14.7,17.99,0.79,8.19
Chandigarh,15-Nov-19,96.95,162.86,4.57,17.22,13.93,1,0.85,10.64
Chandigarh,16-Nov-19,63.35,122.19,3.11,10.68,13.76,0.7,0.5,8.08
Chandigarh,17-Nov-19,42.54,70.69,3.11,9.85,12.88,0.65,0.42,9.32
Chandigarh,18-Nov-19,61.85,100.77,5.34,25.44,28.08,6.43,0.67,9.22
Chandigarh,23-Nov-19,84.1,125.61,1.32,17.06,18.48,9.59,0.53,9.45
Chandigarh,24-Nov-19,44.9,76.48,2.6,18.03,20.07,5,0.45,10.79
Chandigarh,01-Dec-19,59.05,98.34,8.75,12.28,13.41,5,0.73,10.18
Chandigarh,02-Dec-19,78.39,120.04,11.61,11.11,14.88,5,0.61,8.67
Chandigarh,16-Dec-19,41.79,77.26,7.23,10.15,11.16,31.34,0.53,6.58
Chandigarh,17-Dec-19,61.95,101.09,4.68,12.21,9.97,37.32,0.53,6.01
Chandigarh,18-Dec-19,49.36,82.55,6.34,11.18,10.87,33.79,0.62,5.7
Chandigarh,19-Dec-19,91.41,119.91,7.9,14.2,13.76,33.11,0.66,7.77
Chandigarh,20-Dec-19,98.48,132.54,8.48,14.95,14.25,42.05,0.8,8.64
Chandigarh,21-Dec-19,68.55,119.96,5.88,11.44,10.79,40.98,0.8,5.95
Chandigarh,22-Dec-19,46.06,87.11,2.7,11.25,8.04,36.8,0.62,6.88
Chandigarh,23-Dec-19,41.79,83.61,6.97,12.09,11.87,40.76,0.66,6.83
Chandigarh,24-Dec-19,67.27,132.94,10.35,13.21,15.23,36.41,0.72,6.88
Chandigarh,25-Dec-19,35.08,65.55,3.48,9.79,7.92,26.09,0.49,5.65
Chandigarh,26-Dec-19,38.86,79.99,2.22,10.41,7.23,22.17,0.49,6.14
Chandigarh,27-Dec-19,61.39,131.32,3.7,14.23,10,25.4,0.58,4.76
Chandigarh,28-Dec-19,77.1,156.58,12.15,11.78,14.9,25.82,0.69,6.58
Chandigarh,29-Dec-19,58.68,99.91,11.84,12.41,16.18,24.38,0.77,5.62
Chandigarh,05-Jan-20,51.15,106.42,6.6,13.63,12.1,35.98,0.64,8.39
Chandigarh,06-Jan-20,37.92,65.35,10.22,12.04,14.32,38.35,0.57,9.79
Chandigarh,08-Jan-20,31.92,43.82,18.41,9.94,19.91,38.98,0.61,7.9
Chandigarh,09-Jan-20,28.35,47.36,3.41,11.19,8.54,35.22,0.44,5.58
Chandigarh,10-Jan-20,27.82,63.04,7.97,11.61,12.46,33.56,0.5,6
Chandigarh,11-Jan-20,46.57,108.09,19.2,15.57,23.47,24.35,0.76,6.55
Chandigarh,12-Jan-20,75.8,165.63,17.43,17.6,23.12,24.83,0.92,9.83
Chandigarh,13-Jan-20,63.64,120.83,18.37,15.63,23.05,29.22,0.88,7.38
Chandigarh,14-Jan-20,39.14,73.4,13.13,9.24,15.17,33.17,0.69,6.7
Chandigarh,15-Jan-20,46.49,85.04,12.44,12.03,16.45,31.7,0.68,7.03
Chandigarh,16-Jan-20,40.07,79.2,7.15,11.91,11.96,29.08,0.67,6.47
Chandigarh,17-Jan-20,48.86,90.27,16.22,10.91,18.44,41.64,0.75,7.18
